,Cured/Discharged/Migrated,Date,Death,Name of State / UT,Total Confirmed cases,coronaenquirycalls,cumulativepeopleinquarantine,negative,numcallsstatehelpline,numicubeds,numisolationbeds,numventilators,populationncp2019projection,positive,source1,state,tagpeopleinquarantine,tagtotaltested,testpositivityrate,testspermillion,testsperpositivecase,testsperthousand,totaln95masks,totalpeoplecurrentlyinquarantine,totalpeoplereleasedfromquarantine,totalppe,totaltested,unconfirmed
0,0,2020-03-21,0,Madhya Pradesh,4,,,,,,,,,,,,,,,,,,,,,,,
1,0,2020-03-22,0,Madhya Pradesh,4,,,,,,,,,,,,,,,,,,,,,,,
2,0,2020-03-23,0,Madhya Pradesh,6,,,,,,,,,,,,,,,,,,,,,,,
3,0,2020-03-24,0,Madhya Pradesh,7,,,,,,,,,,,,,,,,,,,,,,,
4,0,2020-03-25,0,Madhya Pradesh,14,,,,,,,,,,,,,,,,,,,,,,,
5,0,2020-03-26,1,Madhya Pradesh,20,,,,,,,,,,,,,,,,,,,,,,,
6,0,2020-03-27,1,Madhya Pradesh,20,,,,,,,,,,,,,,,,,,,,,,,
7,0,2020-03-28,2,Madhya Pradesh,30,,,,,,,,,,,,,,,,,,,,,,,
8,0,2020-03-29,2,Madhya Pradesh,30,,,,,,,,,,,,,,,,,,,,,,,
9,0,2020-03-30,2,Madhya Pradesh,33,,,,,,,,,,,,,,,,,,,,,,,
10,0,2020-03-31,3,Madhya Pradesh,47,,,,,,,,,,,,,,,,,,,,,,,
11,0,2020-04-01,3,Madhya Pradesh,66,,,,,,,,,,,,,,,,,,,,,,,
12,0,2020-04-02,6,Madhya Pradesh,99,,,,,,,,,,,,,,,,,,,,,,,
13,0,2020-04-03,6,Madhya Pradesh,99,,,,,,,,,,,,,,,,,,,,,,,
14,0,2020-04-04,6,Madhya Pradesh,104,,,,,,,,,,,,,,,,,,,,,,,
15,0,2020-04-05,6,Madhya Pradesh,104,,,,,,,,,,,,,,,,,,,,,,,
16,0,2020-04-06,9,Madhya Pradesh,165,,,,,,,,,,,,,,,,,,,,,,,
17,0,2020-04-07,9,Madhya Pradesh,165,,,,,,,,,,,,,,,,,,,,,,,
18,0,2020-04-08,13,Madhya Pradesh,229,,,,,,,,,,,,,,,,,,,,,,,
19,0,2020-04-09,13,Madhya Pradesh,229,,,,,,,,,,,,,,,,,,,,,,,
20,0,2020-04-10,16,Madhya Pradesh,259,,,,,,,,,,,,,,,,,,,,,,,
21,0,2020-04-11,33,Madhya Pradesh,435,,,,,,,,,,,,,,,,,,,,,,,
22,0,2020-04-12,36,Madhya Pradesh,532,,,,,,,,,,,,,,,,,,,,,,,
23,0,2020-04-13,36,Madhya Pradesh,564,,,,,,,,,,,,,,,,,,,,,,,
24,50,2020-04-14,50,Madhya Pradesh,730,,,,,,,,,,,,,,,,,,,,,,,
25,51,2020-04-15,50,Madhya Pradesh,730,,,,,,,,,,,,,,,,,,,,,,,
26,64,2020-04-16,53,Madhya Pradesh,987,,,,,,,,,,,,,,,,,,,,,,,
27,65,2020-04-17,57,Madhya Pradesh,1308,,,,,,,,,,,,,,,,,,,,,,,
28,69,2020-04-18,69,Madhya Pradesh,1310,,,,,,,,,,,,,,,,,,,,,,,
29,127,2020-04-19,70,Madhya Pradesh,1407,,,,,,,,,,,,,,,,,,,,,,,
30,127,2020-04-20,70,Madhya Pradesh,1407,,,,,,,,,,,,,,,,,,,,,,,
31,127,2020-04-21,74,Madhya Pradesh,1485,,,,,,,,,,,,,,,,,,,,,,,
32,148,2020-04-22,76,Madhya Pradesh,1552,,,,,,,,,,,,,,,,,,,,,,,
33,148,2020-04-23,80,Madhya Pradesh,1592,,,,,,,,,,,,,,,,,,,,,,,
34,203,2020-04-24,83,Madhya Pradesh,1699,,,,,,,,,,,,,,,,,,,,,,,
35,210,2020-04-25,92,Madhya Pradesh,1852,,,,,,,,,,,,,,,,,,,,,,,
36,210,2020-04-26,99,Madhya Pradesh,2096,,,,,,,,,,,,,,,,,,,,,,,
37,302,2020-04-27,103,Madhya Pradesh,2096,,,,,,,,,,,,,,,,,,,,,,,
38,302,2020-04-28,110,Madhya Pradesh,2168,,,,,,,,,,,,,,,,,,,,,,,
39,377,2020-04-29,120,Madhya Pradesh,2387,,,,,,,,,,,,,,,,,,,,,,,
40,461,2020-04-30,129,Madhya Pradesh,2561,,,,,,,,,,,,,,,,,,,,,,,
41,482,2020-05-01,137,Madhya Pradesh,2660,,,,,,,,,,,,,,,,,,,,,,,
42,524,2020-05-02,145,Madhya Pradesh,2719,,,,,,,,,,,,,,,,,,,,,,,
43,624,2020-05-03,151,Madhya Pradesh,2846,,,,,,,,,,,,,,,,,,,,,,,
44,798,2020-05-04,156,Madhya Pradesh,2846,,,,,,,,,,,,,,,,,,,,,,,
45,798,2020-05-05,165,Madhya Pradesh,2942,,,,,,,,,,,,,,,,,,,,,,,
46,1000,2020-05-06,176,Madhya Pradesh,3049,,,,,,,,,,,,,,,,,,,,,,,
47,1099,2020-05-07,185,Madhya Pradesh,3138,,,,,,,,,,,,,,,,,,,,,,,
48,1231,2020-05-08,193,Madhya Pradesh,3252,,,,,,,,,,,,,,,,,,,,,,,
49,1349,2020-05-09,200,Madhya Pradesh,3341,,,,,,,,,,,,,,,,,,,,,,,
50,1676,2020-05-10,215,Madhya Pradesh,3614,,,,,,,,,,,,,,,,,,,,,,,
51,1676,2020-05-11,215,Madhya Pradesh,3614,,,,,,,,,,,,,,,,,,,,,,,
52,1747,2020-05-12,221,Madhya Pradesh,3785,,,,,,,,,,,,,,,,,,,,,,,
53,1860,2020-05-13,225,Madhya Pradesh,3986,,,,,,,,,,,,,,,,,,,,,,,
54,2004,2020-05-14,232,Madhya Pradesh,4173,,,,,,,,,,,,,,,,,,,,,,,
55,2171,2020-05-15,237,Madhya Pradesh,4426,,,,,,,,,,,,,,,,,,,,,,,
56,2283,2020-05-16,239,Madhya Pradesh,4595,,,,,,,,,,,,,,,,,,,,,,,
57,2315,2020-05-17,243,Madhya Pradesh,4789,,,,,,,,,,,,,,,,,,,,,,,
58,2403,2020-05-18,248,Madhya Pradesh,4977,,,,,,,,,,,,,,,,,,,,,,,
59,2435,2020-05-19,252,Madhya Pradesh,5236,,,,,,,,,,,,,,,,,,,,,,,
60,2630,2020-05-20,258,Madhya Pradesh,5465,,,,,,,,,,,,,,,,,,,,,,,
61,2733,2020-05-21,267,Madhya Pradesh,5735,,,,,,,,,,,,,,,,,,,,,,,
62,2843,2020-05-22,270,Madhya Pradesh,5981,,,,,,,,,,,,,,,,,,,,,,,
63,3089,2020-05-23,272,Madhya Pradesh,6170,,,,,,,,,,,,,,,,,,,,,,,
64,3267,2020-05-24,281,Madhya Pradesh,6371,,,,,,,,,,,,,,,,,,,,,,,
65,3408,2020-05-25,290,Madhya Pradesh,6665,,,,,,,,,,,,,,,,,,,,,,,
66,3571,2020-05-26,300,Madhya Pradesh,6859,,,,,,,,,,,,,,,,,,,,,,,
67,3689,2020-05-27,305,Madhya Pradesh,7024,,,,,,,,,,,,,,,,,,,,,,,
68,3927,2020-05-28,313,Madhya Pradesh,7261,,,,,,,,,,,,,,,,,,,,,,,
69,4050,2020-05-29,321,Madhya Pradesh,7453,,,,,,,,,,,,,,,,,,,,,,,
70,4269,2020-05-30,334,Madhya Pradesh,7645,,,,,,,,,,,,,,,,,,,,,,,
71,4444,2020-05-31,343,Madhya Pradesh,7891,,,,,,,,,,,,,,,,,,,,,,,
72,4842,2020-06-01,350,Madhya Pradesh,8089,,,,,,,,,,,,,,,,,,,,,,,
73,5003,2020-06-02,358,Madhya Pradesh,8283,,,,,,,,,,,,,,,,,,,,,,,
74,5221,2020-06-03,364,Madhya Pradesh,8420,,,,,,,,,,,,,,,,,,,,,,,
75,5445,2020-06-04,371,Madhya Pradesh,8588,,,,,,,,,,,,,,,,,,,,,,,
76,5637,2020-06-05,377,Madhya Pradesh,8762,,,,,,,,,,,,,,,,,,,,,,,
0,0,2020-03-09,0,Maharashtra,2,,,,,,,,,,,,,,,,,,,,,,,
1,0,2020-03-10,0,Maharashtra,5,,,,,,,,,,,,,,,,,,,,,,,
2,0,2020-03-11,0,Maharashtra,10,,,,,,,,,,,,,,,,,,,,,,,
3,0,2020-03-12,0,Maharashtra,11,,,,,,,,,,,,,,,,,,,,,,,
4,0,2020-03-13,0,Maharashtra,11,,,,,,,,,,,,,,,,,,,,,,,
5,0,2020-03-14,0,Maharashtra,14,,,,,,,,,,,,,,,,,,,,,,,
6,0,2020-03-15,0,Maharashtra,32,,,,,,,,,,,,,,,,,,,,,,,
7,0,2020-03-16,0,Maharashtra,32,,,,,,,,,,,,,,,,,,,,,,,
8,0,2020-03-17,1,Maharashtra,39,,,,,,,,,,,,,,,,,,,,,,,
9,0,2020-03-18,1,Maharashtra,42,,,,,,,,,,,,,,,,,,,,,,,
10,0,2020-03-19,1,Maharashtra,47,,,,,,,,,,,,,,,,,,,,,,,
11,0,2020-03-20,1,Maharashtra,47,,,,,,,,,,,,,,,,,,,,,,,
12,0,2020-03-21,1,Maharashtra,63,,,,,,,,,,,,,,,,,,,,,,,
13,0,2020-03-22,2,Maharashtra,67,,,,,,,,,,,,,,,,,,,,,,,
14,0,2020-03-23,2,Maharashtra,74,,,,,,,,,,,,,,,,,,,,,,,
15,0,2020-03-24,2,Maharashtra,89,,,,,,,,,,,,,,,,,,,,,,,
16,1,2020-03-25,3,Maharashtra,128,,,,,,,,,,,,,,,,,,,,,,,
17,1,2020-03-26,3,Maharashtra,124,,,,,,,,,,,,,,,,,,,,,,,
18,15,2020-03-27,4,Maharashtra,130,,,,,,,,,,,,,,,,,,,,,,,
19,25,2020-03-28,5,Maharashtra,180,,,,,,,,,,,,,,,,,,,,,,,
20,25,2020-03-29,6,Maharashtra,186,,,,,,,,,,,,,,,,,,,,,,,
21,25,2020-03-30,8,Maharashtra,193,,,,,,,,,,,,,,,,,,,,,,,
22,39,2020-03-31,9,Maharashtra,216,,,,,,,,,,,,,,,,,,,,,,,
23,39,2020-04-01,9,Maharashtra,302,,,,,,,,,,,,,,,,,,,,,,,
24,42,2020-04-02,13,Maharashtra,335,,,,,,,,,,,,,,,,,,,,,,,
25,42,2020-04-03,16,Maharashtra,335,,,,,,,,,,,,,,,,,,,,,,,
26,42,2020-04-04,19,Maharashtra,423,,,,,,,,,,,,,,,,,,,,,,,
27,42,2020-04-05,24,Maharashtra,490,,,,,,,,,,,,,,,,,,,,,,,
28,42,2020-04-06,45,Maharashtra,690,,,,,,,,,,,,,,,,,,,,,,,
29,56,2020-04-07,45,Maharashtra,748,,,,,,,,,,,,,,,,,,,,,,,
30,79,2020-04-08,64,Maharashtra,1018,,,,,,,,,,,,,,,,,,,,,,,
31,117,2020-04-09,72,Maharashtra,1135,,,,,,,,,,,,,,,,,,,,,,,
32,125,2020-04-10,97,Maharashtra,1364,,,,,,,,,,,,,,,,,,,,,,,
33,188,2020-04-11,110,Maharashtra,1574,,,,,,,,,,,,,,,,,,,,,,,
34,208,2020-04-12,127,Maharashtra,1761,,,,,,,,,,,,,,,,,,,,,,,
35,217,2020-04-13,149,Maharashtra,1985,,,,,,,,,,,,,,,,,,,,,,,
36,229,2020-04-14,160,Maharashtra,2337,,,,,,,,,,,,,,,,,,,,,,,
37,259,2020-04-15,178,Maharashtra,2687,,,,,,,,,,,,,,,,,,,,,,,
38,295,2020-04-16,187,Maharashtra,2916,,,,,,,,,,,,,,,,,,,,,,,
39,300,2020-04-17,194,Maharashtra,3205,,,,,,,,,,,,,,,,,,,,,,,
40,331,2020-04-18,201,Maharashtra,3323,,,,,,,,,,,,,,,,,,,,,,,
41,365,2020-04-19,211,Maharashtra,3651,,,,,,,,,,,,,,,,,,,,,,,
42,507,2020-04-20,223,Maharashtra,4203,,,,,,,,,,,,,,,,,,,,,,,
43,572,2020-04-21,232,Maharashtra,4666,,,,,,,,,,,,,,,,,,,,,,,
44,722,2020-04-22,251,Maharashtra,5218,,,,,,,,,,,,,,,,,,,,,,,
45,789,2020-04-23,269,Maharashtra,5652,,,,,,,,,,,,,,,,,,,,,,,
46,840,2020-04-24,283,Maharashtra,6430,,,,,,,,,,,,,,,,,,,,,,,
47,840,2020-04-25,301,Maharashtra,6817,,,,,,,,,,,,,,,,,,,,,,,
48,1076,2020-04-26,323,Maharashtra,7628,,,,,,,,,,,,,,,,,,,,,,,
49,1076,2020-04-27,342,Maharashtra,8068,,,,,,,,,,,,,,,,,,,,,,,
50,1282,2020-04-28,369,Maharashtra,8590,,,,,,,,,,,,,,,,,,,,,,,
51,1388,2020-04-29,400,Maharashtra,9318,,,,,,,,,,,,,,,,,,,,,,,
52,1593,2020-04-30,432,Maharashtra,9915,,,,,,,,,,,,,,,,,,,,,,,
53,1773,2020-05-01,459,Maharashtra,10498,,,,,,,,,,,,,,,,,,,,,,,
54,1879,2020-05-02,485,Maharashtra,11506,,,,,,,,,,,,,,,,,,,,,,,
55,2000,2020-05-03,521,Maharashtra,12296,,,,,,,,,,,,,,,,,,,,,,,
56,2115,2020-05-04,548,Maharashtra,12974,,,,,,,,,,,,,,,,,,,,,,,
57,2465,2020-05-05,583,Maharashtra,14541,,,,,,,,,,,,,,,,,,,,,,,
58,2819,2020-05-06,617,Maharashtra,15525,,,,,,,,,,,,,,,,,,,,,,,
59,3094,2020-05-07,651,Maharashtra,16758,,,,,,,,,,,,,,,,,,,,,,,
60,3301,2020-05-08,694,Maharashtra,17974,,,,,,,,,,,,,,,,,,,,,,,
61,3470,2020-05-09,731,Maharashtra,19063,,,,,,,,,,,,,,,,,,,,,,,
62,3800,2020-05-10,779,Maharashtra,20228,,,,,,,,,,,,,,,,,,,,,,,
63,4199,2020-05-11,832,Maharashtra,22171,,,,,,,,,,,,,,,,,,,,,,,
64,4786,2020-05-12,868,Maharashtra,23401,,,,,,,,,,,,,,,,,,,,,,,
65,5125,2020-05-13,921,Maharashtra,24427,,,,,,,,,,,,,,,,,,,,,,,
66,5547,2020-05-14,975,Maharashtra,25922,,,,,,,,,,,,,,,,,,,,,,,
67,6059,2020-05-15,1019,Maharashtra,27524,,,,,,,,,,,,,,,,,,,,,,,
68,6564,2020-05-16,1068,Maharashtra,29100,,,,,,,,,,,,,,,,,,,,,,,
69,7088,2020-05-17,1135,Maharashtra,30706,,,,,,,,,,,,,,,,,,,,,,,
70,7688,2020-05-18,1198,Maharashtra,33053,,,,,,,,,,,,,,,,,,,,,,,
71,8437,2020-05-19,1249,Maharashtra,35058,,,,,,,,,,,,,,,,,,,,,,,
72,9639,2020-05-20,1325,Maharashtra,37136,,,,,,,,,,,,,,,,,,,,,,,
73,10318,2020-05-21,1390,Maharashtra,39297,,,,,,,,,,,,,,,,,,,,,,,
74,11726,2020-05-22,1454,Maharashtra,41642,,,,,,,,,,,,,,,,,,,,,,,
75,12583,2020-05-23,1517,Maharashtra,44582,,,,,,,,,,,,,,,,,,,,,,,
76,13404,2020-05-24,1577,Maharashtra,47190,,,,,,,,,,,,,,,,,,,,,,,
77,14600,2020-05-25,1635,Maharashtra,50231,,,,,,,,,,,,,,,,,,,,,,,
78,15786,2020-05-26,1695,Maharashtra,52667,,,,,,,,,,,,,,,,,,,,,,,
79,16954,2020-05-27,1792,Maharashtra,54758,,,,,,,,,,,,,,,,,,,,,,,
80,17918,2020-05-28,1897,Maharashtra,56948,,,,,,,,,,,,,,,,,,,,,,,
81,18616,2020-05-29,1982,Maharashtra,59546,,,,,,,,,,,,,,,,,,,,,,,
82,26997,2020-05-30,2098,Maharashtra,62228,,,,,,,,,,,,,,,,,,,,,,,
83,28081,2020-05-31,2197,Maharashtra,65168,,,,,,,,,,,,,,,,,,,,,,,
84,29329,2020-06-01,2286,Maharashtra,67655,,,,,,,,,,,,,,,,,,,,,,,
85,30108,2020-06-02,2362,Maharashtra,70013,,,,,,,,,,,,,,,,,,,,,,,
86,31333,2020-06-03,2465,Maharashtra,72300,,,,,,,,,,,,,,,,,,,,,,,
87,32329,2020-06-04,2587,Maharashtra,74860,,,,,,,,,,,,,,,,,,,,,,,
88,33681,2020-06-05,2710,Maharashtra,77793,,,,,,,,,,,,,,,,,,,,,,,
0,0,2020-03-24,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
1,0,2020-03-25,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
2,0,2020-03-26,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
3,0,2020-03-27,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
4,0,2020-03-28,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
5,0,2020-03-29,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
6,0,2020-03-30,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
7,0,2020-03-31,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
8,0,2020-04-01,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
9,0,2020-04-02,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
10,0,2020-04-03,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
11,0,2020-04-04,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
12,0,2020-04-05,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
13,0,2020-04-06,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
14,0,2020-04-07,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
15,0,2020-04-08,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
16,1,2020-04-09,0,Manipur,1,,,,,,,,,,,,,,,,,,,,,,,
17,1,2020-04-10,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
18,1,2020-04-11,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
19,1,2020-04-12,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
20,1,2020-04-13,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
21,1,2020-04-14,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
22,1,2020-04-15,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
23,1,2020-04-16,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
24,1,2020-04-17,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
25,1,2020-04-18,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
26,1,2020-04-19,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
27,1,2020-04-20,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
28,2,2020-04-21,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
29,2,2020-04-22,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
30,2,2020-04-23,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
31,2,2020-04-24,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
32,2,2020-04-25,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
33,2,2020-04-26,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
34,2,2020-04-27,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
35,2,2020-04-28,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
36,2,2020-04-29,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
37,2,2020-04-30,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
38,2,2020-05-01,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
39,2,2020-05-02,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
40,2,2020-05-03,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
41,2,2020-05-04,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
42,2,2020-05-05,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
43,2,2020-05-06,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
44,2,2020-05-07,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
45,2,2020-05-08,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
46,2,2020-05-09,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
47,2,2020-05-10,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
48,2,2020-05-11,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
49,2,2020-05-12,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
50,2,2020-05-13,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
51,2,2020-05-14,0,Manipur,2,,,,,,,,,,,,,,,,,,,,,,,
52,2,2020-05-15,0,Manipur,3,,,,,,,,,,,,,,,,,,,,,,,
53,2,2020-05-16,0,Manipur,3,,,,,,,,,,,,,,,,,,,,,,,
54,2,2020-05-17,0,Manipur,7,,,,,,,,,,,,,,,,,,,,,,,
55,2,2020-05-18,0,Manipur,7,,,,,,,,,,,,,,,,,,,,,,,
56,2,2020-05-19,0,Manipur,7,,,,,,,,,,,,,,,,,,,,,,,
57,2,2020-05-20,0,Manipur,9,,,,,,,,,,,,,,,,,,,,,,,
58,2,2020-05-21,0,Manipur,25,,,,,,,,,,,,,,,,,,,,,,,
59,2,2020-05-22,0,Manipur,25,,,,,,,,,,,,,,,,,,,,,,,
60,2,2020-05-23,0,Manipur,26,,,,,,,,,,,,,,,,,,,,,,,
61,4,2020-05-24,0,Manipur,29,,,,,,,,,,,,,,,,,,,,,,,
62,4,2020-05-25,0,Manipur,32,,,,,,,,,,,,,,,,,,,,,,,
63,4,2020-05-26,0,Manipur,39,,,,,,,,,,,,,,,,,,,,,,,
64,4,2020-05-27,0,Manipur,39,,,,,,,,,,,,,,,,,,,,,,,
65,4,2020-05-28,0,Manipur,44,,,,,,,,,,,,,,,,,,,,,,,
66,5,2020-05-29,0,Manipur,55,,,,,,,,,,,,,,,,,,,,,,,
67,8,2020-05-30,0,Manipur,59,,,,,,,,,,,,,,,,,,,,,,,
68,8,2020-05-31,0,Manipur,62,,,,,,,,,,,,,,,,,,,,,,,
69,11,2020-06-01,0,Manipur,71,,,,,,,,,,,,,,,,,,,,,,,
70,11,2020-06-02,0,Manipur,83,,,,,,,,,,,,,,,,,,,,,,,
71,14,2020-06-03,0,Manipur,89,,,,,,,,,,,,,,,,,,,,,,,
72,38,2020-06-04,0,Manipur,118,,,,,,,,,,,,,,,,,,,,,,,
73,38,2020-06-05,0,Manipur,124,,,,,,,,,,,,,,,,,,,,,,,
0,0,2020-04-14,0,Meghalaya,1,,,,,,,,,,,,,,,,,,,,,,,
1,0,2020-04-15,0,Meghalaya,1,,,,,,,,,,,,,,,,,,,,,,,
2,0,2020-04-16,1,Meghalaya,7,,,,,,,,,,,,,,,,,,,,,,,
3,0,2020-04-17,1,Meghalaya,9,,,,,,,,,,,,,,,,,,,,,,,
4,0,2020-04-18,1,Meghalaya,9,,,,,,,,,,,,,,,,,,,,,,,
5,0,2020-04-19,1,Meghalaya,11,,,,,,,,,,,,,,,,,,,,,,,
6,0,2020-04-20,1,Meghalaya,11,,,,,,,,,,,,,,,,,,,,,,,
7,0,2020-04-21,1,Meghalaya,11,,,,,,,,,,,,,,,,,,,,,,,
8,0,2020-04-22,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
9,0,2020-04-23,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
10,0,2020-04-24,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
11,0,2020-04-25,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
12,0,2020-04-26,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
13,0,2020-04-27,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
14,0,2020-04-28,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
15,0,2020-04-29,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
16,0,2020-04-30,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
17,0,2020-05-01,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
18,0,2020-05-02,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
19,0,2020-05-03,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
20,0,2020-05-04,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
21,0,2020-05-05,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
22,10,2020-05-06,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
23,10,2020-05-07,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
24,10,2020-05-08,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
25,10,2020-05-09,1,Meghalaya,12,,,,,,,,,,,,,,,,,,,,,,,
26,10,2020-05-10,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
27,10,2020-05-11,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
28,10,2020-05-12,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
29,10,2020-05-13,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
30,10,2020-05-14,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
31,11,2020-05-15,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
32,11,2020-05-16,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
33,11,2020-05-17,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
34,11,2020-05-18,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
35,11,2020-05-19,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
36,12,2020-05-20,1,Meghalaya,13,,,,,,,,,,,,,,,,,,,,,,,
37,12,2020-05-21,1,Meghalaya,14,,,,,,,,,,,,,,,,,,,,,,,
38,12,2020-05-22,1,Meghalaya,14,,,,,,,,,,,,,,,,,,,,,,,
39,12,2020-05-23,1,Meghalaya,14,,,,,,,,,,,,,,,,,,,,,,,
40,12,2020-05-24,1,Meghalaya,14,,,,,,,,,,,,,,,,,,,,,,,
41,12,2020-05-25,1,Meghalaya,14,,,,,,,,,,,,,,,,,,,,,,,
42,12,2020-05-26,1,Meghalaya,14,,,,,,,,,,,,,,,,,,,,,,,
43,12,2020-05-27,1,Meghalaya,15,,,,,,,,,,,,,,,,,,,,,,,
44,12,2020-05-28,1,Meghalaya,20,,,,,,,,,,,,,,,,,,,,,,,
45,12,2020-05-29,1,Meghalaya,21,,,,,,,,,,,,,,,,,,,,,,,
46,12,2020-05-30,1,Meghalaya,27,,,,,,,,,,,,,,,,,,,,,,,
47,12,2020-05-31,1,Meghalaya,27,,,,,,,,,,,,,,,,,,,,,,,
48,12,2020-06-01,1,Meghalaya,27,,,,,,,,,,,,,,,,,,,,,,,
49,12,2020-06-02,1,Meghalaya,27,,,,,,,,,,,,,,,,,,,,,,,
50,12,2020-06-03,1,Meghalaya,27,,,,,,,,,,,,,,,,,,,,,,,
51,13,2020-06-04,1,Meghalaya,33,,,,,,,,,,,,,,,,,,,,,,,
52,13,2020-06-05,1,Meghalaya,33,,,,,,,,,,,,,,,,,,,,,,,
0,0,2020-03-25,0,Mizoram,1,,,,,,,,,,,,,,,,,,,,,,,
1,0,2020-03-26,0,Mizoram,1,,,,,,,,,,,,,,,,,,,,,,,
2,0,2020-03-27,0,Mizoram,1,,,,,,,,,,,,,,,,,,,,,,,
3,0,2020-03-28,0,Mizoram,1,,,,,,,,,,,,,,,,,,,,,,,
4,0,2020-03-29,0,Mizoram,1,,,,,,,,,,,,,,,,,,,,,,,
5,0,2020-03-30,0,Mizoram,1,,,,,,,,,,,,,,,,,,,,,,,
